ID_Aluno,Idade,Disponibilidade_3_Meses,capital,Computador,Móvel Próprio,Móvel Compartilhado,4G,Wifi,Redes_sociais,Propaganda,Anuncio_CE,indicacao,Outro,Trabalha_Estuda,Trabalha_meses,Disponivel,renda_percapita,dias_espera_inicio_0-40,dias_espera_inicio_40-60,dias_espera_inicio_60-80,dias_espera_inicio_80-100,dias_espera_inicio_100+,Tipo_escola_scholarship,Escolaridade_Cursando o Ensino Superior,Escolaridade_Ensino Médio concluído,Escolaridade_Ensino Médio concluído e não estudando,Escolaridade_Ensino Superior concluído,Estado_RS,Estado_SC,Estado_SP,Trabalhando_Sim,Estudando_Sim,Concluiu_EAD_1,Aprender_EAD_Muito eu tenho uma rotina definida para participar de cursos a distância,Aprender_EAD_Não sei dizer,Aprender_EAD_Quase nada,Disponibilidade_Tutoria_Sim,Renda_Familiar_Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Renda_Familiar_Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Renda_Familiar_Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Renda_Familiar_Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Renda_Familiar_Mais que 5 salários mínimos (mais que R$5.500),Horario_Estudando_Já concluí,Horario_Estudando_Manhã,Horario_Estudando_Noite,Horario_Estudando_Tarde,Faixa_Pessoas_Casa_Pessoas_Casa_4-6,Faixa_Pessoas_Casa_Pessoas_Casa_7-10,Faixa_Pessoas_Casa_Pessoas_Casa_Mais_que_10
4338,0.4615384615384617,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4339,0.3076923076923077,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4347,0.3076923076923077,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.012903225806451615,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4348,0.3846153846153846,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.012903225806451615,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4349,0.15384615384615374,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4357,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.17016129032258065,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4358,0.23076923076923084,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4359,0.3076923076923077,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4367,0.07692307692307687,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4368,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.11693548387096776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4369,0.23076923076923084,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,1,1,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4377,0.4615384615384617,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0.031774193548387106,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4378,0.07692307692307687,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.23790322580645165,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4379,0.07692307692307687,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4387,0.07692307692307687,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4388,0.07692307692307687,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4389,0.15384615384615374,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.008064516129032258,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4397,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.05645161290322581,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4398,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.020161290322580645,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4399,0.15384615384615374,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
4407,0.15384615384615374,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4408,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4409,0.15384615384615374,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4417,0.07692307692307687,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
4418,0.3076923076923077,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4419,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4427,0.23076923076923084,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.11693548387096776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4428,0.4615384615384617,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4429,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.32258064516129037,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
4437,0.4615384615384617,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4438,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4439,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4447,0.3076923076923077,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,1,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4448,0.07692307692307687,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4449,0.15384615384615374,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4457,0.23076923076923084,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4458,0.15384615384615374,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4459,0.07692307692307687,0.0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4467,0.3076923076923077,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4468,0.3076923076923077,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4469,0.4615384615384617,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4477,0.3076923076923077,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4478,0.07692307692307687,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4479,0.3076923076923077,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.18346774193548387,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4487,0.3076923076923077,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4488,0.23076923076923084,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4489,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4497,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4498,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.11693548387096776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4499,0.4615384615384617,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.11693548387096776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4507,0.3846153846153846,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4508,0.07692307692307687,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4509,0.07692307692307687,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.10362903225806452,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4517,0.15384615384615374,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4518,0.23076923076923084,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.012903225806451615,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4519,0.15384615384615374,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.17016129032258065,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4527,0.07692307692307687,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.020161290322580645,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4528,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.031774193548387106,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4529,0.3846153846153846,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.05645161290322581,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4537,0.07692307692307687,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4538,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4539,0.3846153846153846,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4547,0.3846153846153846,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4548,0.07692307692307687,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.031774193548387106,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4549,0.3846153846153846,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,1,1,0.11693548387096776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4557,0.23076923076923084,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.06370967741935485,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4558,0.23076923076923084,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.031774193548387106,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4559,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.17016129032258065,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4567,0.4615384615384617,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.03225806451612903,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4568,0.15384615384615374,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4569,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.17016129032258065,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4577,0.07692307692307687,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4578,0.15384615384615374,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.12903225806451613,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4579,0.23076923076923084,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.04375,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4587,0.15384615384615374,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.08366935483870969,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4588,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.22580645161290325,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4589,0.23076923076923084,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.08366935483870969,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4597,0.07692307692307687,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4598,0.07692307692307687,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.018087557603686636,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4599,0.07692307692307687,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.012903225806451615,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4608,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.004608294930875577,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4609,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.10362903225806452,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4617,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.18346774193548387,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4618,0.07692307692307687,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4619,0.07692307692307687,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.11693548387096776,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4627,0.15384615384615374,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.12358870967741938,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
4628,0.23076923076923084,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.05645161290322581,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4629,0.07692307692307687,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.05645161290322581,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4637,0.23076923076923084,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.05645161290322581,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4638,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4639,0.4615384615384617,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.03225806451612903,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4647,0.07692307692307687,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.08366935483870969,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4648,0.15384615384615374,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4649,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.031774193548387106,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4657,0.07692307692307687,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.012903225806451615,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4658,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4659,0.15384615384615374,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4667,1.0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.10362903225806452,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4668,0.23076923076923084,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.031774193548387106,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4669,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.03225806451612903,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4677,0.07692307692307687,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.012903225806451615,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4678,0.15384615384615374,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.031774193548387106,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4679,0.07692307692307687,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.03225806451612903,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
